Mouse,Genotype,Colony_Prefix,Sex,Gene_Name,period,start,Age_In_Weeks,low_survival_spotted,start_weight,weigth_min,w_d7,auc_d7,Average_Histo_Score,E_score_Histo,M_score_Histo,surv_days,pre_d10_death
M02146394,WT,CBSC,Male,,C,2015-07-27,10.1,NA,28.7,-0.03135888501742155,0,0.06271777003484323,2.55,0.05,0,10,FALSE
M02146395,WT,CBSC,Female,,C,2015-08-03,11.1,NA,20.6,-0.019417475728155442,0.014563106796116367,0.14320388349514523,4,0.5,0.5,10,FALSE
M02146396,WT,CBSC,Female,,C,2015-07-27,10.1,NA,20.8,-0.13461538461538464,-0.028846153846153914,0.06249999999999952,9.6,1.6,2.5,10,FALSE
M02146397,WT,CBSC,Female,,C,2015-07-27,10.1,NA,22.6,-0.19026548672566373,-0.1017699115044248,-0.07743362831858445,9.8,1.8,2.5,10,FALSE
M02146400,WT,CBSC,Female,,C,2015-08-03,11.1,NA,20.8,-0.13461538461538464,-0.019230769230769332,0.08173076923076877,9.65,1.65,2.5,10,FALSE
M02148161,Barhl1:Het,EUDS,Female,Barhl1,C,2015-08-03,9.6,NA,20.3,-0.1280788177339902,-0.02463054187192118,0.06157635467980278,7.95,1.45,2,10,FALSE
M02148162,Barhl1:Het,EUDS,Female,Barhl1,C,2015-08-03,9.6,NA,21.4,-0.03738317757009333,0,0.11682242990654239,8.6,1.6,2,10,FALSE
M02149706,Barhl1:Het,EUDS,Male,Barhl1,C,2015-08-03,10,NA,29.3,-0.040955631399317384,-0.017064846416382253,0.06313993174061414,6.75,0.75,1.5,10,FALSE
M02149709,Barhl1:Het,EUDS,Male,Barhl1,C,2015-08-03,10,NA,26.5,-0.026415094339622615,0,0.06792452830188682,3.5,0,0.5,10,FALSE
M02149876,Dnajc8(b):Het,MUDN,Male,Dnajc8,C,2015-08-10,10.1,NA,30.7,-0.0553745928338762,0.0032573289902280596,-0.004885993485341858,5.15,0.15,0.5,10,FALSE
M02149882,Dnajc8(b):Het,MUDN,Female,Dnajc8,C,2015-08-10,10.1,NA,22.5,-0.07111111111111118,-0.013333333333333365,0.10444444444444427,7.3,0.3,2,10,FALSE
M02149883,Dnajc8(b):Het,MUDN,Female,Dnajc8,C,2015-08-10,10.1,NA,21.1,-0.09004739336492901,-0.052132701421801014,-0.007109004739336761,5.6,0.6,1,10,FALSE
M02149898,Dnajc8(b):Het,MUDN,Male,Dnajc8,C,2015-08-10,10,NA,29.3,-0.051194539249146756,-0.023890784982935127,0.011945392491467446,9,1,2.5,10,FALSE
M02150772,WT,CBSC,Male,,C,2015-08-10,10.7,NA,29.1,-0.034364261168384876,-0.010309278350515488,0.008591065292095794,2.5,0,0.5,10,FALSE
M02150778,WT,CBSC,Male,,C,2015-08-10,10.7,NA,32.9,-0.03647416413373858,-0.009118541033434565,0.007598784194529307,3.5,0,0,10,FALSE
M02150779,WT,CBSC,Female,,C,2015-08-10,10.7,NA,20,-0.08499999999999996,0.04499999999999993,0.25249999999999984,7.75,1.25,2,10,FALSE
M02150780,WT,CBSC,Female,,C,2015-08-10,10.7,NA,20.6,-0.06796116504854378,-0.009708737864077808,0.06796116504854327,6.050000000000001,0.55,1.5,10,FALSE
M02151483,Prss52:Hom,MGYE,Female,Prss52,C,2015-08-03,9.9,NA,22.7,-0.09691629955947134,-0.04845814977973559,-0.028634361233480038,9.15,1.65,2.5,10,FALSE
M02151485,Prss52:Hom,MGYE,Female,Prss52,C,2015-08-03,9.9,NA,23.3,-0.12017167381974252,-0.04721030042918461,-0.06223175965665263,10.3,2.3,2.5,10,FALSE
M02151486,Prss52:Hom,MGYE,Male,Prss52,C,2015-08-03,9.7,NA,31.7,-0.034700315457413186,0.006309148264984205,0.053627760252365965,7.05,0.55,1,10,FALSE
M02151490,Prss52:Hom,MGYE,Male,Prss52,C,2015-08-03,9.7,NA,31,-0.0516129032258065,-0.012903225806451568,0.016129032258064516,4.1,0.1,0.5,10,FALSE
M02154965,Arhgap17(b):Hom,PMAP,Male,Arhgap17,C,2015-08-10,10,NA,25.9,-0.19691119691119685,NA,NA,NA,NA,NA,6,TRUE
M02154967,Arhgap17(b):Hom,PMAP,Male,Arhgap17,C,2015-08-10,10,NA,26.8,-0.22014925373134336,NA,NA,NA,NA,NA,6,TRUE
M02154971,Arhgap17(b):Hom,PMAP,Female,Arhgap17,C,2015-08-10,10,NA,24.6,-0.20731707317073175,-0.13414634146341464,-0.32317073170731725,6.35,0.85,1.5,10,FALSE
M02154972,Arhgap17(b):Hom,PMAP,Female,Arhgap17,C,2015-08-10,10,NA,21,-0.19999999999999996,-0.19999999999999996,-0.219047619047619,11.65,2.65,3,7,TRUE
M02154974,WT,CBSC,Male,,C,2015-08-17,10.6,NA,38.3,-0.03133159268929493,-0.005221932114882396,0.04177545691906037,5,0,0.5,10,FALSE
M02155133,WT,CBSC,Male,,C,2015-08-24,11.6,NA,27.3,-0.003663003663003715,0,0.03663003663003637,5.15,0.15,0.5,10,FALSE
M02155134,WT,CBSC,Male,,C,2015-08-24,11.6,NA,33.5,-0.035820895522388145,0,0.011940298507462857,5.5,0,1.5,10,FALSE
M02155137,WT,CBSC,Female,,C,2015-08-24,11.6,NA,22.6,-0.013274336283185872,0.013274336283185714,0.046460176991150154,8.5,1.5,2,10,FALSE
M02155159,WT,CBSC,Male,,C,2015-08-17,10.6,NA,27.8,-0.02517985611510789,-0.017985611510791366,0.023381294964028597,4.05,0.05,0.5,10,FALSE
M02155161,WT,CBSC,Female,,C,2015-08-31,12.6,NA,21.2,-0.05660377358490563,-0.014150943396226448,0.0070754716981133925,NA,NA,NA,10,FALSE
M02155163,WT,CBSC,Female,,C,2015-08-24,11.6,NA,23.8,-0.021008403361344536,-0.01680672268907572,-0.012605042016806976,7.05,1.05,1.5,10,FALSE
M02155164,WT,CBSC,Female,,C,2015-08-17,10.6,NA,20,-0.075,-0.019999999999999928,0.13000000000000025,9.2,1.7,2.5,10,FALSE
M02155165,WT,CBSC,Female,,C,2015-08-17,10.6,NA,21.9,-0.031963470319634674,0.004566210045662165,0.17579908675799127,7.15,1.15,1.5,10,FALSE
M02156516,Irak1(b):Hom,PMBE,Female,Irak1,C,2015-08-10,9.6,NA,21.7,-0.013824884792626762,0.0184331797235024,0.1013824884792629,5.55,0.55,1,10,FALSE
M02156814,Irak1(b):Hemi,PMBE,Male,Irak1,C,2015-08-10,9.6,NA,26,-0.057692307692307696,-0.007692307692307665,0.11153846153846142,7.7,0.7,2.5,10,FALSE
M02156815,Irak1(b):Hemi,PMBE,Male,Irak1,C,2015-08-10,9.6,NA,27.8,0.007194244604316521,0.007194244604316521,0.12230215827338105,4.7,0.2,0.5,10,FALSE
M02156817,Irak1(b):Hom,PMBE,Female,Irak1,C,2015-08-10,9.6,NA,21.2,-0.01886792452830182,0.03773584905660381,0.20283018867924557,7,1.5,1.5,10,FALSE
M02157052,Dact3(b):Hom,MUHK,Male,Dact3,C,2015-08-10,10.1,NA,24.6,-0.08536585365853663,-0.036585365853658625,0.018292682926828875,8,0.5,3,10,FALSE
M02157053,Dact3(b):Hom,MUHK,Male,Dact3,C,2015-08-10,10.1,NA,28.5,-0.05614035087719303,-0.0035087719298246113,0.11754385964912273,8,1,2,10,FALSE
M02157054,Dact3(b):Hom,MUHK,Female,Dact3,C,2015-08-10,10.1,NA,22.3,-0.12107623318385646,-0.02690582959641262,0.10313901345291468,5.85,0.35,2,10,FALSE
M02157056,Dact3(b):Hom,MUHK,Female,Dact3,C,2015-08-10,10.1,NA,18.8,-0.14893617021276598,-0.05851063829787241,0.045212765957446506,9.25,1.75,2.5,10,FALSE
M02157804,Dapk2(b):Hom,PMAQ,Male,Dapk2,C,2015-08-17,9.9,NA,28.8,-0.21527777777777773,-0.13194444444444448,-0.12152777777777785,8.8,1.8,2,8,TRUE
M02157824,Dapk2(b):Hom,PMAQ,Male,Dapk2,C,2015-08-17,10,NA,27.1,-0.21402214022140223,-0.0996309963099632,-0.11254612546125489,10.55,2.55,2.5,10,FALSE
M02157826,Dapk2(b):Hom,PMAQ,Female,Dapk2,C,2015-08-17,10,NA,23.5,-0.06382978723404255,-0.02978723404255316,-0.03617021276595743,8.850000000000001,1.3499999999999999,2.5,10,FALSE
M02157829,Dapk2(b):Hom,PMAQ,Female,Dapk2,C,2015-08-17,10,NA,21.6,-0.09722222222222228,0.0046296296296295305,0.06712962962962918,7,1.5,1.5,10,FALSE
M02158620,Rnasek(b):Het,MUGJ,Female,Rnasek,C,2015-08-17,10.3,NA,21.8,-0.04587155963302752,-0.03669724770642205,0.032110091743118824,9.45,1.45,2.5,10,FALSE
M02158629,Rnasek(b):Het,MUGJ,Male,Rnasek,C,2015-08-17,10.3,NA,28,-0.04285714285714283,-0.03214285714285709,-0.13392857142857142,7,0.5,1.5,10,FALSE
M02158630,Rnasek(b):Het,MUGJ,Male,Rnasek,C,2015-08-17,10.3,NA,26.6,-0.015037593984962485,-0.01127819548872183,0.028195488721804038,7.300000000000001,0.7999999999999999,2,10,FALSE
M02158636,Rnasek(b):Het,MUGJ,Female,Rnasek,C,2015-08-17,10.3,NA,23.4,-0.02564102564102555,-0.017094017094017033,0.05555555555555605,8.85,1.35,2.5,10,FALSE
M02158848,Ssr2(b):Het,MUHH,Male,Ssr2,C,2015-08-17,9.7,NA,31,-0.18709677419354842,-0.12258064516129034,-0.31612903225806444,10.65,2.15,3,10,FALSE
M02158850,Ssr2(b):Het,MUHH,Male,Ssr2,C,2015-08-17,9.7,NA,29.8,-0.08724832214765105,-0.06040268456375841,-0.10738255033557062,10.25,2.25,2.5,10,FALSE
M02158883,Ssr2(b):Het,MUHH,Female,Ssr2,C,2015-08-17,10.4,NA,21.3,-0.23943661971830993,-0.15962441314554,-0.14553990610328651,12,3,3,8,TRUE
M02158884,Ssr2(b):Het,MUHH,Female,Ssr2,C,2015-08-17,10.4,NA,23.5,-0.17446808510638304,-0.055319148936170244,0.048936170212766125,8.95,1.4500000000000002,2.5,10,FALSE
M02158968,Gm16432(b):Hom,PMCY,Male,Gm16432,C,2015-08-17,10.3,NA,28.3,-0.2084805653710248,-0.2084805653710248,-0.2950530035335691,10.5,1.5,3,7,TRUE
M02158969,Gm16432(b):Hom,PMCY,Male,Gm16432,C,2015-08-17,10.3,NA,29.3,-0.19453924914675766,-0.07167235494880551,-0.11433447098976127,10.3,1.3,3,10,FALSE
M02158971,Gm16432(b):Hom,PMCY,Female,Gm16432,C,2015-08-17,10.3,NA,23,-0.05652173913043481,-0.017391304347826025,0.06956521739130442,9.2,1.7000000000000002,2.5,10,FALSE
M02158972,Gm16432(b):Hom,PMCY,Female,Gm16432,C,2015-08-17,10.3,NA,22.5,-0.02666666666666673,-0.004444444444444508,0.09555555555555566,9.95,1.95,2.5,10,FALSE
M02161830,Nrbp1(b):Het,PMBF,Male,Nrbp1,C,2015-08-17,9.6,NA,25.5,-0.09803921568627451,-0.0392156862745098,0.04313725490196098,9.2,1.7,2.5,10,FALSE
M02161831,Nrbp1(b):Het,PMBF,Male,Nrbp1,C,2015-08-17,9.6,NA,27.7,-0.07581227436823097,-0.025270758122743656,0.07400722021660659,8.7,1.2000000000000002,2.5,10,FALSE
M02164211,Mgat4c:Hom,MGZS,Male,Mgat4c,C,2015-08-24,10.3,NA,28,-0.1464285714285715,-0.08214285714285717,-0.10535714285714276,8.8,1.8,2,10,FALSE
M02164213,Mgat4c:Hom,MGZS,Male,Mgat4c,C,2015-08-24,10.3,NA,30.2,-0.18874172185430463,-0.0927152317880795,-0.06953642384105947,10.1,2.1,2.5,10,FALSE
M02164214,Mgat4c:Hom,MGZS,Female,Mgat4c,C,2015-08-24,10.3,NA,22.3,-0.10313901345291483,-0.004484304932735489,0.06950672645739897,11.5,2.5,3,10,FALSE
M02164215,Mgat4c:Hom,MGZS,Female,Mgat4c,C,2015-08-24,10.3,NA,23.9,-0.08786610878661079,-0.012552301255230007,-0.023012552301254964,8,1.5,1.5,10,FALSE
M02164418,Tet1:Het,MGCW,Female,Tet1,C,2015-08-24,10.6,NA,21.5,-0.14883720930232555,-0.0604651162790698,-0.13255813953488388,6,1.5,1.5,10,FALSE
M02164636,Hrsp12:Hom,MGWT,Male,Rida,C,2015-08-24,9.9,NA,26.2,-0.022900763358778546,0.019083969465648856,0.07442748091603078,6.35,0.85,1.5,10,FALSE
M02164637,Hrsp12:Hom,MGWT,Male,Rida,C,2015-08-24,9.9,NA,27,-0.0037037037037037563,0.03333333333333328,0.124074074074074,5.95,0.45,1.5,10,FALSE
M02164643,Hrsp12:Hom,MGWT,Female,Rida,C,2015-08-24,9.9,NA,20.1,0.009950248756218869,0.06467661691542274,0.23631840796019862,2,0,0,10,FALSE
M02164651,Hrsp12:Hom,MGWT,Female,Rida,C,2015-08-24,9.9,NA,22.9,-0.02183406113537118,0.017467248908297036,0.06986899563318807,2,0,0,10,FALSE
M02167160,Cnot4(b):Het,MUGA,Female,Cnot4,C,2015-08-24,10,NA,23.2,-0.06034482758620684,-0.008620689655172384,-0.01724137931034454,5.9,0.4,1,10,FALSE
M02167267,Cnot4(b):Het,MUGA,Male,Cnot4,C,2015-08-24,9.4,NA,25.6,-0.14843750000000003,-0.023437500000000056,0.03906249999999972,8.7,1.7000000000000002,2,10,FALSE
M02167268,Cnot4(b):Het,MUGA,Male,Cnot4,C,2015-08-24,9.4,NA,25.3,-0.18972332015810278,-0.039525691699604744,-0.01976284584980265,10,2,2.5,10,FALSE
M02167270,Cnot4(b):Het,MUGA,Female,Cnot4,C,2015-08-24,9.4,NA,27.2,-0.08088235294117645,-0.011029411764705909,-0.012867647058823387,9,1.5,2.5,10,FALSE
M02167562,WT,CBSC,Male,,C,2015-08-31,11.1,NA,27.3,-0.15384615384615383,-0.07692307692307697,-0.016483516483516585,8.85,1.35,3,10,FALSE
M02167564,WT,CBSC,Male,,C,2015-08-31,11.1,NA,31.2,-0.11858974358974357,-0.04166666666666669,0.014423076923077071,7,1.5,1.5,10,FALSE
M02167565,WT,CBSC,Female,,C,2015-08-31,11.1,NA,25.8,-0.04263565891472874,-0.031007751937984523,0.09302325581395322,NA,NA,NA,10,FALSE
M02167798,Nrbp1(b):Het,PMBF,Female,Nrbp1,C,2015-08-17,9.3,NA,20.1,-0.13432835820895536,-0.10447761194029857,-0.26119402985074675,6.9,0.4,1.5,10,FALSE
M02167799,Nrbp1(b):Het,PMBF,Female,Nrbp1,C,2015-08-17,9.3,NA,21.3,-0.014084507042253554,0,0.15962441314553966,3.6,0.1,0.5,10,FALSE
M02168590,Cgrrf1(b):Hom,MUHO,Male,Cgrrf1,C,2015-08-31,9.9,NA,24.8,-0.10080645161290322,-0.04838709677419352,-0.012096774193548487,5.6,0.1,1.5,10,FALSE
M02168591,Cgrrf1(b):Hom,MUHO,Male,Cgrrf1,C,2015-08-31,9.9,NA,25.9,-0.108108108108108,-0.061776061776061694,-0.04633204633204597,8.15,1.65,2,10,FALSE
M02168593,Cgrrf1(b):Hom,MUHO,Female,Cgrrf1,C,2015-08-31,9.9,NA,20.2,-0.024752475247524754,0,0.1881188118811885,8.8,1.2999999999999998,2.5,10,FALSE
M02168594,Cgrrf1(b):Hom,MUHO,Female,Cgrrf1,C,2015-08-31,9.9,NA,22.8,-0.013157894736842136,-0.008771929824561372,0.15350877192982432,4.45,0.45,1,10,FALSE
M02168710,Fam92a(b):Hom,MUGO,Male,Fam92a,C,2015-08-31,9.6,NA,25.9,-0.25868725868725867,-0.25868725868725867,-0.31853281853281823,10.75,2.25,3,7,TRUE
M02168726,Fam92a(b):Hom,MUGO,Female,Fam92a,C,2015-08-31,9.9,NA,24.4,-0.03278688524590152,0,0.05737704918032839,7.4,0.4,2.5,10,FALSE
M02168824,Fam92a(b):Hom,MUGO,Female,Fam92a,C,2015-08-31,10,NA,25.1,-0.1314741035856574,-0.099601593625498,-0.1693227091633469,3,0,0,10,FALSE
M02168947,Trappc9:Hom,MFWT,Female,Trappc9,C,2015-08-31,10.7,NA,26.7,-0.20973782771535573,-0.08988764044943816,-0.22846441947565496,NA,NA,NA,10,FALSE
M02170510,D6Wsu163e(b):Hom,MUHA,Male,D6Wsu163e,C,2015-08-24,9.3,NA,27.7,-0.05054151624548731,-0.05054151624548731,0.09747292418772574,7.550000000000001,1.0499999999999998,2,10,FALSE
M02170511,D6Wsu163e(b):Hom,MUHA,Male,D6Wsu163e,C,2015-08-24,9.3,NA,29.7,-0.13131313131313127,-0.06060606060606063,-0.12794612794612767,10.600000000000001,2.0999999999999996,3,10,FALSE
M02170514,D6Wsu163e(b):Hom,MUHA,Female,D6Wsu163e,C,2015-08-24,9.3,NA,23.2,-0.15517241379310337,-0.09482758620689652,-0.1379310344827585,6.8,1.3,1.5,10,FALSE
M02170515,D6Wsu163e(b):Hom,MUHA,Female,D6Wsu163e,C,2015-08-24,9.3,NA,20.4,-0.19117647058823523,-0.1617647058823528,-0.11029411764705849,8.55,1.05,2.5,10,FALSE
M02170630,Tet1:Het,MGCW,Male,Tet1,C,2015-08-24,9.7,NA,27.2,-0.0330882352941176,-0.007352941176470562,0.040441176470588355,9.15,1.65,2.5,10,FALSE
M02170631,Tet1:Het,MGCW,Male,Tet1,C,2015-08-24,9.7,NA,29,-0.05862068965517239,0.04482758620689658,0.17068965517241372,8.7,1.2000000000000002,2.5,10,FALSE
M02170638,Tet1:Het,MGCW,Female,Tet1,C,2015-08-24,9.7,NA,21.8,-0.2018348623853212,-0.12385321100917428,-0.22247706422018362,8.75,1.25,2.5,10,FALSE
M02174579,Trappc9:Hom,MFWT,Male,Trappc9,C,2015-08-31,9.4,NA,25.5,-0.1568627450980392,-0.1568627450980392,-0.0431372549019607,11.45,2.45,3,7,TRUE
M02174580,Trappc9:Hom,MFWT,Male,Trappc9,C,2015-08-31,9.4,NA,26.7,-0.2022471910112359,-0.2022471910112359,-0.28464419475655406,10.7,1.7,3,7,TRUE
M02174584,Trappc9:Hom,MFWT,Female,Trappc9,C,2015-08-31,9.4,NA,25.5,-0.09019607843137258,-0.06274509803921574,-0.2823529411764706,NA,NA,NA,10,FALSE
M02174882,camkmt(b):Hom,MUDU,Female,Camkmt,C,2015-09-07,9.9,NA,18.7,-0.1925133689839572,-0.1925133689839572,-0.07486631016042769,10.1,2.1,2.5,8,TRUE
M02174893,camkmt(b):Hom,MUDU,Male,Camkmt,C,2015-09-07,10,NA,26.1,-0.260536398467433,-0.260536398467433,-0.29885057471264387,10.95,1.9500000000000002,3,7,TRUE
M02174894,camkmt(b):Hom,MUDU,Male,Camkmt,C,2015-09-07,10,NA,28.6,-0.19580419580419584,-0.19580419580419584,-0.32517482517482565,10.2,1.7,3,7,TRUE
M02174896,camkmt(b):Hom,MUDU,Female,Camkmt,C,2015-09-07,10,NA,22.8,-0.17105263157894746,-0.13596491228070182,-0.14692982456140374,8.35,1.35,2.5,10,FALSE
M02176461,Klhl30:Hom,MGYM,Male,Klhl30,C,2015-09-07,9.6,NA,26.3,-0.17870722433460073,-0.0836501901140684,-0.011406844106464108,8.65,1.65,2,10,FALSE
M02176462,Klhl30:Hom,MGYM,Male,Klhl30,C,2015-09-07,9.6,NA,27.6,-0.17028985507246386,-0.17028985507246386,-0.14311594202898573,12,3,3,7,TRUE
M02176465,Klhl30:Hom,MGYM,Female,Klhl30,C,2015-09-07,9.6,NA,21.3,-0.23943661971830993,-0.07042253521126761,0.025821596244131315,11.4,2.4,3,10,FALSE
M02176468,Klhl30:Hom,MGYM,Female,Klhl30,C,2015-09-07,9.6,NA,19.2,-0.25520833333333326,-0.16666666666666663,-0.12499999999999983,10.6,2.1,3,8,TRUE
M02176829,Gpbp1l1:Hom,MGXA,Male,Gpbp1l1,C,2015-09-07,10,NA,30.8,-0.048701298701298704,0.009740259740259763,0.09902597402597388,9.7,2.2,2.5,10,FALSE
M02176831,Gpbp1l1:Hom,MGXA,Male,Gpbp1l1,C,2015-09-07,10,NA,26.6,-0.13157894736842105,-0.030075187969924838,0.09022556390977404,10.65,2.15,3,10,FALSE
M02176835,Gpbp1l1:Hom,MGXA,Female,Gpbp1l1,C,2015-09-07,10,NA,21.2,-0.16037735849056597,-0.08018867924528299,0.030660377358490747,7.75,0.75,2.5,10,FALSE
M02176836,Gpbp1l1:Hom,MGXA,Female,Gpbp1l1,C,2015-09-07,10,NA,23.4,-0.14529914529914525,-0.08547008547008547,-0.2820512820512818,9.05,1.5499999999999998,2.5,10,FALSE
M02178313,Leo1:Het,MGXR,Male,Leo1,C,2015-08-31,9.4,NA,19.2,-0.17187499999999994,-0.05729166666666656,-0.09635416666666646,10.15,2.15,2.5,10,FALSE
M02178314,Leo1:Het,MGXR,Male,Leo1,C,2015-08-31,9.4,NA,26.9,-0.08921933085501854,-0.07434944237918216,-0.16356877323420055,8.5,1.5,2,10,FALSE
M02178469,Leo1:Het,MGXR,Female,Leo1,C,2015-08-31,9.4,NA,22.2,-0.07657657657657654,0.004504504504504569,0.0653153153153156,8.95,1.4500000000000002,2.5,10,FALSE
M02178470,Leo1:Het,MGXR,Female,Leo1,C,2015-08-31,9.4,NA,23.2,-0.06465517241379311,-0.01724137931034477,0.004310344827586729,5.85,0.35,1.5,10,FALSE
M02178796,WT,CBSC,Male,,C,2015-09-14,10.9,NA,30.6,-0.016339869281045753,0.013071895424836555,0.008169934640522758,2,0,0.5,10,FALSE
M02178797,WT,CBSC,Male,,C,2015-09-14,10.9,NA,29.7,-0.00673400673400671,0.018518518518518542,0.038720538720538794,1.5,0,0,10,FALSE
M02178803,WT,CBSC,Female,,C,2015-09-14,10.9,NA,20.7,0.019323671497584644,0.05072463768115946,0.21014492753623204,7.6,1.1,2,10,FALSE
M02178804,WT,CBSC,Female,,C,2015-09-14,10.9,NA,22.5,-0.013333333333333365,0.01999999999999997,0.10222222222222226,8.05,1.05,2.5,10,FALSE
M02178805,WT,CBSC,Male,,C,2015-09-07,10.4,NA,27.5,-0.08727272727272722,-0.01818181818181818,0.12909090909090912,9.25,1.75,2.5,10,FALSE
M02178806,WT,CBSC,Male,,C,2015-09-07,10.4,NA,29.9,-0.11371237458193975,-0.03678929765886281,0.0317725752508364,10.2,1.7,3,10,FALSE
M02178807,WT,CBSC,Female,,C,2015-09-07,10.4,NA,24.1,-0.08298755186721991,-0.06639004149377599,-0.26141078838174303,5.85,0.35,1,10,FALSE
M02178808,WT,CBSC,Female,,C,2015-09-07,10.4,NA,22.9,-0.048034934497816505,-0.013100436681222584,-0.07641921397379867,9.35,1.85,2.5,10,FALSE
M02178809,WT,CBSC,Female,,C,2015-09-28,12,NA,22.3,-0.00896860986547082,0.01793721973094164,0.2959641255605377,5.15,0.15,1,10,FALSE
M02179949,mmu-mir-211 KO:Hom,MOAB,Male,ENSMUSG00000065585,C,2015-09-14,10,NA,27.5,-0.02181818181818187,0.01818181818181818,0.02727272727272727,8.3,0.8,2.5,10,FALSE
M02179951,mmu-mir-211 KO:Hom,MOAB,Male,ENSMUSG00000065585,C,2015-09-14,10,NA,24.4,-0.028688524590163907,0,0.07377049180327887,7.65,0.65,2.5,10,FALSE
M02179952,mmu-mir-211 KO:Hom,MOAB,Female,ENSMUSG00000065585,C,2015-09-14,10,NA,20.9,0.004784688995215379,0.03349282296650732,0.29904306220095744,6.5,0.5,1.5,10,FALSE
M02179953,mmu-mir-211 KO:Hom,MOAB,Female,ENSMUSG00000065585,C,2015-09-14,10,NA,24,-0.020833333333333332,0.01250000000000003,0.06041666666666656,5.9,0.4,1.5,10,FALSE
M02181241,Pdia4(b):Hom,MUEW,Female,Pdia4,C,2015-09-14,9.4,NA,24.4,-0.057377049180327815,-0.05532786885245893,-0.1434426229508194,6.949999999999999,0.9500000000000001,2,10,FALSE
M02181244,Pdia4(b):Hom,MUEW,Male,Pdia4,C,2015-09-14,9.4,NA,24.3,-0.06172839506172839,-0.014403292181070016,0.045267489711933846,9.65,2.15,2.5,10,FALSE
M02181247,Pdia4(b):Hom,MUEW,Male,Pdia4,C,2015-09-14,9.4,NA,28.5,-0.05964912280701752,-0.0228070175438596,0.03157894736842119,8.1,1.1,2,10,FALSE
M02181264,Pdia4(b):Hom,MUEW,Female,Pdia4,C,2015-09-14,9.9,NA,20.6,-0.04368932038834961,-0.024271844660194174,0.10922330097087343,9.2,1.7,2.5,10,FALSE
M02181598,Aicda(b):Hom,PMAV,Male,Aicda,C,2015-09-14,10,NA,26,-0.003846153846153901,0.013461538461538516,0.09038461538461531,2,0,0,10,FALSE
M02181601,Aicda(b):Hom,PMAV,Male,Aicda,C,2015-09-14,10,NA,23.9,-0.03347280334728022,-0.006276150627615004,0.12343096234309651,5.35,0.35,1,10,FALSE
M02181604,Aicda(b):Hom,PMAV,Female,Aicda,C,2015-09-14,10,NA,21.9,-0.04566210045662101,-0.022831050228310504,-0.018264840182648012,8.6,1.6,2,10,FALSE
M02181606,Aicda(b):Hom,PMAV,Female,Aicda,C,2015-09-14,10,NA,22.7,-0.061674008810572625,-0.026431718061673916,-0.07268722466960323,7.6499999999999995,1.15,2,10,FALSE
M02181846,Adamts3(b):Het,MUCB,Male,Adamts3,C,2015-09-07,9.4,NA,27.1,-0.2029520295202952,-0.2029520295202952,-0.19372693726937296,12,3,3,7,TRUE
M02181847,Adamts3(b):Het,MUCB,Male,Adamts3,C,2015-09-07,9.4,NA,27.3,-0.23809523809523808,-0.10989010989010989,-0.03296703296703317,9.95,1.95,2.5,10,FALSE
M02181867,Adamts3(b):Het,MUCB,Female,Adamts3,C,2015-09-07,9.4,NA,19.9,-0.2211055276381909,-0.1256281407035176,-0.16834170854271313,10.65,2.15,3,10,FALSE
M02181869,Adamts3(b):Het,MUCB,Female,Adamts3,C,2015-09-07,9.4,NA,22.6,-0.08407079646017708,-0.0663716814159292,-0.06415929203539866,5.35,0.35,1,10,FALSE
M02182195,Glo1:Hom,MGSF,Male,Glo1,C,2015-09-14,9.4,NA,21.3,-0.09389671361502347,-0.014084507042253554,0.039906103286384956,8.65,1.65,2,10,FALSE
M02182197,Glo1:Hom,MGSF,Male,Glo1,C,2015-09-14,9.4,NA,22.9,-0.07423580786026199,-0.026200873362445323,-0.16157205240174616,8.45,0.95,2.5,10,FALSE
M02182199,Glo1:Hom,MGSF,Female,Glo1,C,2015-09-14,9.4,NA,21.2,-0.04716981132075472,0.004716981132075539,0.07311320754717018,7.85,1.3499999999999999,2,10,FALSE
M02182202,Glo1:Hom,MGSF,Female,Glo1,C,2015-09-14,9.4,NA,22.4,-0.08482142857142852,-0.044642857142857144,-0.06473214285714259,5.05,0.55,1,10,FALSE
M02184406,Sik3:Hom,MGLW,Male,Sik3,C,2015-09-14,9.1,NA,23,-0.20000000000000007,-0.09130434782608701,0.09130434782608686,9,1.5,2.5,10,FALSE
M02184407,Sik3:Hom,MGLW,Male,Sik3,C,2015-09-14,9.1,NA,24,-0.12083333333333328,-0.04374999999999988,0.02083333333333341,3.25,0.25,0.5,10,FALSE
M02184409,Sik3:Hom,MGLW,Female,Sik3,C,2015-09-14,9.1,NA,16.2,-0.037037037037037014,-0.0154320987654321,0.12037037037037054,7.05,1.05,1.5,10,FALSE
M02184411,Sik3:Hom,MGLW,Female,Sik3,C,2015-09-14,9.1,NA,18.1,0,0.011049723756906037,0.13259668508287245,3.05,0.05,0.5,10,FALSE
M02188183,Trappc10(b):Hom,MUDB,Male,Trappc10,C,2015-09-14,9.9,NA,27.6,-0.11594202898550734,-0.04710144927536234,0.07427536231884016,8.85,1.85,2,10,FALSE
M02188193,Trappc10(b):Hom,MUDB,Female,Trappc10,C,2015-09-14,9.3,NA,29.9,-0.07357859531772573,-0.05016722408026756,-0.07190635451505001,8.65,1.65,2,10,FALSE
